src	dst	hops	quality	chain
boo	butin	4	0.979	en:boo ≈ fr:bout ~ fr:boutis ≈ en:booty = fr:butin
boo	cul	4	0.979	en:boo ≈ fr:bout ~ fr:boutis ≈ en:booty = fr:cul
booed	boom	4	0.988	en:booed ≈ fr:boudes ~ fr:boumes ≈ en:boom ~ fr:boom
booed	boum	4	0.975	en:booed ≈ fr:boudes ~ fr:boumes ≈ en:boom = fr:boum
booed	bouché	2	0.989	en:booed ≈ fr:boudent ~ fr:bouché
boom	boucle	2	0.970	en:boom ≈ fr:boument ~ fr:boucle
boom	bouclé	2	0.969	en:boom ≈ fr:boument ~ fr:bouclé
boom	boulet	2	0.965	en:boom ≈ fr:boument ~ fr:boulet
bootee	boo	5	0.980	en:bootee ~ en:bootie ≈ fr:boutis ~ fr:bout ≈ en:boo ~ fr:boo
bootee	bout	3	0.966	en:bootee ~ en:bootie ≈ fr:boutis ~ fr:bout
bootie	boo	5	0.980	en:bootie ~ en:bootee ≈ fr:boutis ~ fr:bout ≈ en:boo ~ fr:boo
bootie	bout	3	0.966	en:bootie ~ en:bootee ≈ fr:boutis ~ fr:bout
booty	boo	5	0.975	en:booty ~ en:bootie ≈ fr:boutis ~ fr:bout ≈ en:boo ~ fr:boo
booty	bout	3	0.959	en:booty ~ en:bootie ≈ fr:boutis ~ fr:bout
bordered	pari	6	0.900	en:bordered ≈ fr:bond aide ~ fr:aident aide ≈ en:entered ~ en:enter ≈ fr:ensi ~ fr:pari
bordered	aides aise	6	0.898	en:bordered ≈ fr:bond aide ~ fr:aident aide ≈ en:entered ~ en:enters ≈ fr:aident aise ~ fr:aides aise
bordered	première	6	0.897	en:bordered ≈ fr:bond aide ~ fr:aident aide ≈ en:entered ~ en:enter ≈ fr:ensi ~ fr:première
boredom	gentilhomme	2	0.940	en:boredom ≈ fr:bonhomme ~ fr:gentilhomme
born	bonnes	3	1.000	en:born ≈ fr:borne ~ en:borne ≈ fr:bonnes
born	bonne	3	1.000	en:born ≈ fr:borne ~ en:borne ≈ fr:bonne
born	borné	2	0.993	en:born ≈ fr:borne ~ fr:borné
borne	born	3	1.000	en:borne ~ fr:borne ≈ en:born ~ fr:born
borne	naître	3	0.983	en:borne ~ fr:borne ≈ en:born = fr:naître
boss	bosse	2	0.992	en:boss ≈ fr:boss ~ fr:bosse
boss	boss	2	0.992	en:boss ≈ fr:bosse ~ fr:boss
boss	bosses	2	0.980	en:boss ≈ fr:boss ~ fr:bosses
bothered	plaies	6	0.932	en:bothered ≈ fr:bas aide ~ fr:plient aide ≈ en:pleaded ~ en:plead ≈ fr:plaide ~ fr:plaies
bothered	poilu	6	0.932	en:bothered ≈ fr:bas aide ~ fr:plient aide ≈ en:pleaded ~ en:plead ≈ fr:plaide ~ fr:poilu
bothered	tracts	6	0.918	en:bothered ≈ fr:bas aide ~ fr:dis traquent aide ≈ en:distracted ~ en:distract ≈ fr:dis tracts ~ fr:tracts
bottle	los	6	0.915	en:bottle ≈ fr:bat elle ~ fr:gras elle ≈ en:gravel ~ en:dusty ≈ fr:des tee ~ fr:los
bottle	des tee	5	0.917	en:bottle ≈ fr:bat elle ~ fr:gras elle ≈ en:gravel ~ en:dusty ≈ fr:des tee
bottle	pistolet	4	0.956	en:bottle ≈ fr:bat elle ~ fr:pissent elle ≈ en:pistol ~ fr:pistolet
boundaries	wang	3	0.912	en:boundaries ~ en:boundary ≈ fr:ban doré ~ fr:wang
boundaries	ban doré	2	0.933	en:boundaries ~ en:boundary ≈ fr:ban doré
boundaries	facture	2	0.890	en:boundaries ≈ fr:ban cerise ~ fr:facture
boundary	facture	3	0.905	en:boundary ~ en:boundaries ≈ fr:ban cerise ~ fr:facture
boundary	facturation	3	0.898	en:boundary ~ en:boundaries ≈ fr:ban cerise ~ fr:facturation
boundary	ban cerise	2	0.930	en:boundary ~ en:boundaries ≈ fr:ban cerise
boutique	boutique	2	0.980	en:boutique ≈ fr:boutiques ~ fr:boutique
bracelet	prés	2	0.933	en:bracelet ≈ fr:prés let ~ fr:prés
bracelet	anticipe	2	0.919	en:bracelet ≈ fr:prés let ~ fr:anticipe
bracelet	anticiper	2	0.919	en:bracelet ≈ fr:prés let ~ fr:anticiper
branches	piquent chez	6	0.951	en:branches ≈ fr:bradent chaise ~ fr:feignent chaise ≈ en:ventures ~ en:venture ≈ fr:feignent chez ~ fr:piquent chez
branches	bossent chez	6	0.949	en:branches ≈ fr:bradent chaise ~ fr:feignent chaise ≈ en:ventures ~ en:venture ≈ fr:feignent chez ~ fr:bossent chez
branches	met chez	6	0.946	en:branches ≈ fr:bradent chaise ~ fr:feignent chaise ≈ en:ventures ~ en:venture ≈ fr:feignent chez ~ fr:met chez
branded	lin des	6	0.928	en:branded ~ en:branding ≈ fr:brin digne ~ fr:lin digne ≈ en:lending ~ en:lender ≈ fr:lin des
branded	mètre	6	0.919	en:branded ≈ fr:prennent aide ~ fr:met aide ≈ en:method ~ fr:méthode ≈ en:metered ~ fr:mètre
branded	intimité	5	0.932	en:branded ~ en:branding ≈ fr:brin digne ~ fr:pris ci ≈ en:privacy = fr:intimité
branding	van des	6	0.931	en:branding ≈ fr:brin digne ~ fr:lin digne ≈ en:lending ~ en:lender ≈ fr:lin des ~ fr:van des
branding	lin dos	6	0.930	en:branding ≈ fr:brin digne ~ fr:lin digne ≈ en:lending ~ en:lender ≈ fr:lin des ~ fr:lin dos
branding	sourde	6	0.910	en:branding ~ en:branded ≈ fr:prennent aide ~ fr:fait aide ≈ en:fitted ~ en:suited ≈ fr:sourde
brawn	brille	4	0.948	en:brawn ≈ fr:prône ~ fr:prêle ≈ en:brill ~ fr:brille
brawn	lentille	4	0.948	en:brawn ≈ fr:prône ~ fr:prêle ≈ en:brill ~ fr:lentille
brawn	bagarre	4	0.941	en:brawn ≈ fr:prône ~ fr:prêle ≈ en:brawl = fr:bagarre
breakfast	dentiste	4	0.948	en:breakfast ≈ fr:braquent est ~ fr:donnent est ≈ en:dentist ~ fr:dentiste
breakfast	fin	4	0.943	en:breakfast ≈ fr:braquent est ~ fr:faon est ≈ en:finest ~ fr:fin
breakfast	doigt	4	0.941	en:breakfast ≈ fr:braquent est ~ fr:faon est ≈ en:finest ~ fr:doigt
bream	bresse	2	0.984	en:bream ≈ fr:brime ~ fr:bresse
breech	ponte	2	0.972	en:breech ≈ fr:bridge ~ fr:ponte
breed	bride	2	0.967	en:breed ~ en:breeder ≈ fr:bride
breeze	braquer	3	0.926	en:breeze = fr:brise ≈ en:braes ~ fr:braquer
breve	prévient	2	0.957	en:breve ≈ fr:prive ~ fr:prévient
breve	prévenu	2	0.953	en:breve ≈ fr:prive ~ fr:prévenu
brewed	brousse	2	0.941	en:brewed ~ en:brews ≈ fr:brousse
bridges	pression	5	0.964	en:bridges ~ fr:bridge ≈ en:preach = fr:prêche ≈ en:pressure ~ fr:pression
bridges	pressions	5	0.961	en:bridges ~ fr:bridge ≈ en:preach = fr:prêche ≈ en:pressure ~ fr:pressions
bridges	priant	5	0.932	en:bridges ~ fr:bridge ≈ en:preach ~ en:preaching ≈ fr:prient chine ~ fr:priant
briefly	presses	6	0.947	en:briefly ≈ fr:prient lis ~ en:prissy ≈ fr:précis ~ fr:précise ≈ en:presses ~ fr:presses
briefly	presse	6	0.937	en:briefly ≈ fr:prient lis ~ en:prissy ≈ fr:précis ~ fr:précise ≈ en:presses ~ fr:presse
briefly	presser	6	0.937	en:briefly ≈ fr:prient lis ~ en:prissy ≈ fr:précis ~ fr:précise ≈ en:presses ~ fr:presser
broader	pareillement	3	0.921	en:broader ~ en:larder ≈ fr:latter ~ fr:pareillement
broadly	prisée	2	0.886	en:broadly ≈ fr:prompt lis ~ fr:prisée
broch	braquer	3	0.942	en:broch ~ en:brock ≈ fr:braque ~ fr:braquer
broch	braque	2	0.951	en:broch ~ en:brock ≈ fr:braque
brock	braquer	3	0.942	en:brock ~ en:broch ≈ fr:braque ~ fr:braquer
brock	braque	2	0.951	en:brock ~ en:broch ≈ fr:braque
broom	bruyante	2	0.968	en:broom ≈ fr:brume ~ fr:bruyante
bucked	dis tracts	6	0.932	en:bucked ~ en:busted ≈ fr:baissent aide ~ fr:dis traquent aide ≈ en:distracted ~ en:distract ≈ fr:dis tracts
bucked	aidait in	6	0.922	en:bucked ~ en:busted ≈ fr:baissent aide ~ fr:aidait aide ≈ en:edited ~ en:editing ≈ fr:aidait in
bucked	répertoriés	5	0.941	en:bucked ~ en:busted ≈ fr:baissent aide ~ fr:laissent aide ≈ en:listed = fr:répertoriés
budge	badges	2	0.965	en:budge ≈ fr:badge ~ fr:badges
builders	bell	6	0.979	en:builders ≈ fr:belles aise ~ fr:belles ≈ en:belle ~ fr:belle ≈ en:bell ~ fr:bell
builders	cloche	6	0.971	en:builders ≈ fr:belles aise ~ fr:belles ≈ en:belle ~ fr:belle ≈ en:bell = fr:cloche
builders	belle	4	0.969	en:builders ≈ fr:belles aise ~ fr:belles ≈ en:belle ~ fr:belle
bury	rient rive	6	0.973	en:bury ≈ fr:bey rient ~ fr:rient ailé ≈ en:retailer ~ en:retailers ≈ fr:rient hélas ~ fr:rient rive
bury	store	6	0.973	en:bury ≈ fr:bey rient ~ fr:rient ailé ≈ en:retailer ~ en:store ≈ fr:stores ~ fr:store
bury	rient chie	6	0.969	en:bury ≈ fr:bey rient ~ fr:rient ailé ≈ en:retailer ~ en:retailers ≈ fr:rient hélas ~ fr:rient chie
busk	basques	2	0.980	en:busk ≈ fr:basque ~ fr:basques
bussed	pendus	2	0.947	en:bussed ≈ fr:peste ~ fr:pendus
bussed	pourpre	2	0.947	en:bussed ≈ fr:peste ~ fr:pourpre
busted	tracts	6	0.933	en:busted ≈ fr:baissent aide ~ fr:dis traquent aide ≈ en:distracted ~ en:distract ≈ fr:dis tracts ~ fr:tracts
busted	fait aide	6	0.930	en:busted ≈ fr:baissent aide ~ fr:aidait aide ≈ en:edited ~ en:editing ≈ fr:aidait in ~ fr:fait aide
busted	met aide	6	0.929	en:busted ≈ fr:baissent aide ~ fr:aidait aide ≈ en:edited ~ en:editing ≈ fr:aidait in ~ fr:met aide
busty	ondes	2	0.933	en:busty ≈ fr:bas tee ~ fr:ondes
butcher	fracture	4	0.961	en:butcher ≈ fr:bout chez ~ fr:traquent chez ≈ en:fracture ~ fr:fracture
butcher	enseignante	4	0.958	en:butcher ≈ fr:bout chez ~ fr:dit chez ≈ en:teacher ~ fr:enseignante
butcher	fractures	4	0.958	en:butcher ≈ fr:bout chez ~ fr:traquent chez ≈ en:fracture ~ fr:fractures
butler	particules	4	0.955	en:butler ≈ fr:bat les ~ fr:bat quel ≈ en:particle ~ fr:particules
butler	particule	4	0.952	en:butler ≈ fr:bat les ~ fr:bat quel ≈ en:particle = fr:particule
butler	osaka	4	0.928	en:butler ≈ fr:bat les ~ fr:bat quel ≈ en:particle ~ fr:osaka
butter	beautés	2	0.974	en:butter ≈ fr:beauté ~ fr:beautés
butty	bâtit	2	0.966	en:butty ≈ fr:bâti ~ fr:bâtit
butty	bâtard	2	0.963	en:butty ≈ fr:bâti ~ fr:bâtard
butty	bâtons	2	0.962	en:butty ≈ fr:bâti ~ fr:bâtons
caddie	pas elle	6	0.945	en:caddie ~ fr:caddie ≈ en:cuddy ~ en:cully ≈ fr:colis = en:parcel ≈ fr:pas elle
caddie	ligne	6	0.938	en:caddie ≈ fr:caddie ~ en:cadge ≈ fr:catch = en:wrestling ≈ fr:raies ligne ~ fr:ligne
caddie	ligne,	6	0.936	en:caddie ≈ fr:caddie ~ en:cadge ≈ fr:catch = en:wrestling ≈ fr:raies ligne ~ fr:ligne,
caddy	ligne	6	0.938	en:caddy ≈ fr:caddie ~ en:cadge ≈ fr:catch = en:wrestling ≈ fr:raies ligne ~ fr:ligne
caddy	ligne,	6	0.936	en:caddy ≈ fr:caddie ~ en:cadge ≈ fr:catch = en:wrestling ≈ fr:raies ligne ~ fr:ligne,
caddy	raies ligne	5	0.938	en:caddy ≈ fr:caddie ~ en:cadge ≈ fr:catch = en:wrestling ≈ fr:raies ligne
cadge	pas elle	6	0.931	en:cadge ~ fr:caddie ≈ en:cuddy ~ en:cully ≈ fr:colis = en:parcel ≈ fr:pas elle
cadge	ligne	4	0.936	en:cadge ≈ fr:catch = en:wrestling ≈ fr:raies ligne ~ fr:ligne
cadge	ligne,	4	0.932	en:cadge ≈ fr:catch = en:wrestling ≈ fr:raies ligne ~ fr:ligne,
cadi	ligne	6	0.938	en:cadi ≈ fr:caddie ~ en:cadge ≈ fr:catch = en:wrestling ≈ fr:raies ligne ~ fr:ligne
cadi	ligne,	6	0.936	en:cadi ≈ fr:caddie ~ en:cadge ≈ fr:catch = en:wrestling ≈ fr:raies ligne ~ fr:ligne,
cadi	raies ligne	5	0.938	en:cadi ≈ fr:caddie ~ en:cadge ≈ fr:catch = en:wrestling ≈ fr:raies ligne
call	collines	6	0.966	en:call ≈ fr:cols ~ fr:col ≈ en:caller ~ en:calling ≈ fr:colline ~ fr:collines
call	colis	6	0.961	en:call ~ en:caller ≈ fr:col = en:collar ≈ fr:coller ~ en:colly ≈ fr:colis
call	pas elle	6	0.955	en:call ~ en:caller ≈ fr:coller ~ en:colly ≈ fr:colis = en:parcel ≈ fr:pas elle
caller	collines	6	0.969	en:caller ≈ fr:col ~ fr:cols ≈ en:call ~ en:calling ≈ fr:colline ~ fr:collines
caller	colis	6	0.961	en:caller ~ en:call ≈ fr:col = en:collar ≈ fr:coller ~ en:colly ≈ fr:colis
caller	mas elle	6	0.937	en:caller ≈ fr:coller ~ en:colly ≈ fr:colis = en:parcel ≈ fr:pas elle ~ fr:mas elle
callers	colline	6	0.970	en:callers ~ en:caller ≈ fr:col ~ fr:cols ≈ en:call ~ en:calling ≈ fr:colline
callers	colis	6	0.961	en:callers ~ en:caller ≈ fr:col = en:collar ≈ fr:coller ~ en:colly ≈ fr:colis
callers	pas elle	6	0.955	en:callers ~ en:caller ≈ fr:coller ~ en:colly ≈ fr:colis = en:parcel ≈ fr:pas elle
calling	colosse	6	0.970	en:calling ~ en:call ≈ fr:cols ~ fr:col ≈ en:caller ~ en:callers ≈ fr:colosse
calling	colis	6	0.964	en:calling ~ en:call ≈ fr:col = en:collar ≈ fr:coller ~ en:colly ≈ fr:colis
calling	pas elle	6	0.956	en:calling ~ en:caller ≈ fr:coller ~ en:colly ≈ fr:colis = en:parcel ≈ fr:pas elle
can	canet	2	0.894	en:can ≈ fr:cane ~ fr:canet
canal	ndiaye	2	0.916	en:canal ≈ fr:quenelle ~ fr:ndiaye
canal	teresa	2	0.912	en:canal ≈ fr:quenelle ~ fr:teresa
candour	cousu	6	0.939	en:candour ≈ fr:khan des ~ fr:khan tri ≈ en:country ~ fr:country ≈ en:cooed rhea ~ fr:cousu
candour	country	4	0.960	en:candour ≈ fr:khan des ~ fr:khan tri ≈ en:country ~ fr:country
candour	pays	4	0.947	en:candour ≈ fr:khan des ~ fr:khan tri ≈ en:country = fr:pays
candy	cousu	6	0.929	en:candy ≈ fr:khan dit ~ fr:khan tri ≈ en:country ~ fr:country ≈ en:cooed rhea ~ fr:cousu
candy	cancer	4	0.945	en:candy ≈ fr:khan dit ~ fr:khan ses ≈ en:cancer ~ fr:cancer
candy	country	4	0.944	en:candy ≈ fr:khan dit ~ fr:khan tri ≈ en:country ~ fr:country
canoed	cons	3	0.891	en:canoed ~ en:canoes ≈ fr:con use ~ fr:cons
canoed	con use	2	0.937	en:canoed ~ en:canoes ≈ fr:con use
capture	chaise	6	0.919	en:capture ≈ fr:campent chez ~ fr:liguent chez ≈ en:lecture ~ en:lectures ≈ fr:liguent chaise ~ fr:chaise
capture	chaises	6	0.916	en:capture ≈ fr:campent chez ~ fr:liguent chez ≈ en:lecture ~ en:lectures ≈ fr:liguent chaise ~ fr:chaises
capture	lecture	4	0.933	en:capture ≈ fr:campent chez ~ fr:liguent chez ≈ en:lecture ~ fr:lecture
cardboard	cas	2	0.884	en:cardboard ≈ fr:cas botte ~ fr:cas
carder	rides	6	0.896	en:carder ~ en:carding ≈ fr:cantine ~ fr:rétine ≈ en:reeding ~ en:reed ≈ fr:rides
carder	ride	6	0.896	en:carder ~ en:carding ≈ fr:cantine ~ fr:rétine ≈ en:reeding ~ en:reed ≈ fr:ride
carder	rider	6	0.885	en:carder ~ en:carding ≈ fr:cantine ~ fr:rétine ≈ en:reeding ~ en:reedy ≈ fr:rider
carding	rides	6	0.899	en:carding ≈ fr:cantine ~ fr:rétine ≈ en:reeding ~ en:reed ≈ fr:ride ~ fr:rides
carding	ride	6	0.899	en:carding ≈ fr:cantine ~ fr:rétine ≈ en:reeding ~ en:reed ≈ fr:rides ~ fr:ride
carding	rider	5	0.875	en:carding ≈ fr:cantine ~ fr:rétine ≈ en:reeding ~ en:reedy ≈ fr:rider
care	précises	6	0.962	en:care ≈ fr:caire ~ en:bris ≈ fr:presse ~ en:presses ≈ fr:précise ~ fr:précises
care	précis	6	0.960	en:care ≈ fr:caire ~ en:bris ≈ fr:presse ~ en:presses ≈ fr:précise ~ fr:précis
care	précisément	6	0.956	en:care ≈ fr:caire ~ en:bris ≈ fr:presse ~ en:presses ≈ fr:précise ~ fr:précisément
caress	choristes	2	0.938	en:caress ~ en:caressed ≈ fr:choristes
caressed	caresse	2	0.944	en:caressed ~ en:caress ≈ fr:caresse
carport	capot	2	0.988	en:carport ≈ fr:capote ~ fr:capot
carter	gâchette	2	0.929	en:carter ≈ fr:gâté ~ fr:gâchette
carter	gâché	2	0.914	en:carter ≈ fr:gâté ~ fr:gâché
cartoon	réfléchis	2	0.937	en:cartoon ≈ fr:gand un ~ fr:réfléchis
cartoon	réfléchissant	2	0.937	en:cartoon ≈ fr:gand un ~ fr:réfléchissant
cartoon	réfléchie	2	0.934	en:cartoon ≈ fr:gand un ~ fr:réfléchie
cask	casques	2	0.974	en:cask ≈ fr:casque ~ fr:casques
casting	dégoûtant	3	0.948	en:casting ~ fr:dis casting ≈ en:disgusting ~ fr:dégoûtant
casting	répugnant	3	0.947	en:casting ~ fr:dis casting ≈ en:disgusting = fr:répugnant
casting	dégueulasse	3	0.947	en:casting ~ fr:dis casting ≈ en:disgusting = fr:dégueulasse
catarrh	quota	2	0.951	en:catarrh ≈ fr:quotas ~ fr:quota
caught	court	4	0.990	en:caught ≈ fr:cotes ~ fr:cote ≈ en:court ~ fr:court
caught	tribunal	4	0.981	en:caught ≈ fr:cotes ~ fr:cote ≈ en:court ~ fr:tribunal
caught	courts	4	0.980	en:caught ≈ fr:cotes ~ fr:cote ≈ en:court ~ fr:courts
causes	dissimulé	4	0.902	en:causes ≈ fr:cons aise ~ fr:con tilde ≈ en:concealed = fr:dissimulé
causes	dissimulée	4	0.902	en:causes ≈ fr:cons aise ~ fr:con tilde ≈ en:concealed = fr:dissimulée
causes	conique	3	0.900	en:causes ≈ fr:cons aise ~ en:conic ≈ fr:conique
cc	rosso	4	0.946	en:cc ≈ fr:sis scie ~ fr:raies lis ≈ en:redly ~ fr:rosso
cc	raies lis	2	0.980	en:cc ≈ fr:sis scie ~ fr:raies lis
cease	sain	6	0.952	en:cease ≈ fr:six ~ fr:sain six ≈ en:senses ~ en:sensory ≈ fr:sain serez ~ fr:sain
cease	sain plie	6	0.950	en:cease ≈ fr:six ~ fr:sain six ≈ en:senses ~ en:sensory ≈ fr:sain serez ~ fr:sain plie
cease	sain joli	6	0.950	en:cease ≈ fr:six ~ fr:sain six ≈ en:senses ~ en:sensory ≈ fr:sain serez ~ fr:sain joli
cecal	estimées	2	0.954	en:cecal ≈ fr:séquelles ~ fr:estimées
cedar	si	6	0.942	en:cedar ~ en:cedars ≈ fr:scient aise ~ fr:scient ≈ en:si ~ en:se ≈ fr:si
cedar	routes	6	0.923	en:cedar ~ en:cedars ≈ fr:scient aise ~ fr:ruent aise ≈ en:rooters ~ en:root ≈ fr:routes
cedar	route	6	0.923	en:cedar ~ en:cedars ≈ fr:scient aise ~ fr:ruent aise ≈ en:rooters ~ en:root ≈ fr:route
cedars	se	6	0.957	en:cedars ≈ fr:scient aise ~ fr:scient ≈ en:si ~ fr:si ≈ en:se ~ fr:se
cedars	ist	6	0.952	en:cedars ≈ fr:scient aise ~ fr:scient ≈ en:si ~ fr:si ≈ en:se ~ fr:ist
cedars	der	6	0.951	en:cedars ≈ fr:scient aise ~ fr:scient ≈ en:si ~ fr:si ≈ en:se ~ fr:der
cede	céder	2	0.956	en:cede ~ en:cedi ≈ fr:céder
ceded	se	6	0.958	en:ceded ≈ fr:scient aide ~ fr:scient ≈ en:si ~ fr:si ≈ en:se ~ fr:se
ceded	ist	6	0.953	en:ceded ≈ fr:scient aide ~ fr:scient ≈ en:si ~ fr:si ≈ en:se ~ fr:ist
ceded	si	6	0.952	en:ceded ~ en:ceding ≈ fr:scient in ~ fr:scient ≈ en:si ~ en:se ≈ fr:si
cedi	cid	2	0.983	en:cedi ~ en:cede ≈ fr:cid
ceding	se	6	0.974	en:ceding ≈ fr:scient in ~ fr:scient ≈ en:si ~ fr:si ≈ en:se ~ fr:se
ceding	ist	6	0.970	en:ceding ≈ fr:scient in ~ fr:scient ≈ en:si ~ fr:si ≈ en:se ~ fr:ist
ceding	der	6	0.969	en:ceding ≈ fr:scient in ~ fr:scient ≈ en:si ~ fr:si ≈ en:se ~ fr:der
cell	verte	2	0.987	en:cell ≈ fr:selles ~ fr:verte
cell	cellule	2	0.985	en:cell ≈ fr:celle ~ fr:cellule
cell	tome	2	0.985	en:cell ≈ fr:selle ~ fr:tome
cellar	verte	6	0.984	en:cellar ≈ fr:seller ~ en:seller ≈ fr:celle ~ en:cell ≈ fr:selles ~ fr:verte
cellar	tome	6	0.983	en:cellar ≈ fr:seller ~ en:seller ≈ fr:celle ~ en:cell ≈ fr:selle ~ fr:tome
cellar	sels	5	0.986	en:cellar ≈ fr:seller ~ en:seller ≈ fr:celle ~ en:cell ≈ fr:sels
censers	culture	5	0.949	en:censers ~ en:censure ≈ fr:sain chez ~ fr:calent chez ≈ en:culture ~ fr:culture
censers	agneaux	5	0.947	en:censers ~ en:censorship ≈ fr:saines chipe ~ fr:chipe ≈ en:sheep ~ fr:agneaux
censers	moutons	5	0.946	en:censers ~ en:censorship ≈ fr:saines chipe ~ fr:chipe ≈ en:sheep = fr:moutons
censored	centrée	4	0.936	en:censored ≈ fr:saines aide ~ fr:saignent aide ≈ en:centered = fr:centrée
censored	centré	4	0.936	en:censored ≈ fr:saines aide ~ fr:saignent aide ≈ en:centered = fr:centré
censored	montées	4	0.919	en:censored ≈ fr:saines aide ~ fr:mat aide ≈ en:mounted = fr:montées
censors	centrée	5	0.939	en:censors ~ en:censored ≈ fr:saines aide ~ fr:saignent aide ≈ en:centered = fr:centrée
censors	centré	5	0.939	en:censors ~ en:censored ≈ fr:saines aide ~ fr:saignent aide ≈ en:centered = fr:centré
censors	montées	5	0.926	en:censors ~ en:censored ≈ fr:saines aide ~ fr:mat aide ≈ en:mounted = fr:montées
censorship	chips	6	0.953	en:censorship ≈ fr:saines chipe ~ fr:freinent chipe ≈ en:friendship ~ en:friendships ≈ fr:freinent chips ~ fr:chips
censorship	culture	5	0.959	en:censorship ~ en:censure ≈ fr:sain chez ~ fr:calent chez ≈ en:culture ~ fr:culture
censorship	lecture	5	0.955	en:censorship ~ en:censure ≈ fr:sain chez ~ fr:liguent chez ≈ en:lecture ~ fr:lecture
censure	chaise	6	0.927	en:censure ≈ fr:sain chez ~ fr:liguent chez ≈ en:lecture ~ en:lectures ≈ fr:liguent chaise ~ fr:chaise
censure	chaises	6	0.924	en:censure ≈ fr:sain chez ~ fr:liguent chez ≈ en:lecture ~ en:lectures ≈ fr:liguent chaise ~ fr:chaises
censure	agneaux	5	0.958	en:censure ~ en:censorship ≈ fr:saines chipe ~ fr:chipe ≈ en:sheep ~ fr:agneaux
census	essaie	6	0.934	en:census ≈ fr:sain cesse ~ fr:prient cessé ≈ en:predecessor ~ en:successor ≈ fr:secs essaie ~ fr:essaie
census	nam	6	0.932	en:census ≈ fr:sain cesse ~ fr:prient cessé ≈ en:predecessor ~ en:previous ≈ fr:pris os ~ fr:nam
census	essayez	6	0.929	en:census ≈ fr:sain cesse ~ fr:prient cessé ≈ en:predecessor ~ en:successor ≈ fr:secs essaie ~ fr:essayez
centaur	mentor	4	0.953	en:centaur ≈ fr:sain taux ~ fr:main taux ≈ en:mentor ~ fr:mentor
centaur	taux	2	0.938	en:centaur ≈ fr:sain taux ~ fr:taux
centaur	main taux	2	0.929	en:centaur ≈ fr:sain taux ~ fr:main taux
center	semestre	4	0.962	en:center ≈ fr:sain tes ~ fr:sommets tes ≈ en:semester = fr:semestre
center	intimité	4	0.949	en:center ≈ fr:sain tes ~ fr:pris ci ≈ en:privacy = fr:intimité
center	confidentialité	4	0.949	en:center ≈ fr:sain tes ~ fr:pris ci ≈ en:privacy = fr:confidentialité
centered	fait aide	6	0.925	en:centered ≈ fr:saignent aide ~ fr:aidait aide ≈ en:edited ~ en:editing ≈ fr:aidait in ~ fr:fait aide
centered	met aide	6	0.924	en:centered ≈ fr:saignent aide ~ fr:aidait aide ≈ en:edited ~ en:editing ≈ fr:aidait in ~ fr:met aide
centered	aidez	6	0.924	en:centered ≈ fr:saignent aide ~ fr:aidait aide ≈ en:edited ~ en:editing ≈ fr:aidait in ~ fr:aidez
centers	attire	6	0.931	en:centers ≈ fr:sain thèse ~ fr:nouées thèse ≈ en:investors ~ en:investor ≈ fr:haines ester ~ fr:attire
centers	vêtement	6	0.930	en:centers ≈ fr:sain thèse ~ fr:nouées thèse ≈ en:investors ~ en:investor ≈ fr:haines ester ~ fr:vêtement
centers	haines taule	6	0.930	en:centers ≈ fr:sain thèse ~ fr:nouées thèse ≈ en:investors ~ en:investor ≈ fr:haines ester ~ fr:haines taule
central	contrôle	4	0.954	en:central ≈ fr:sain troll ~ fr:con troll ≈ en:control ~ fr:contrôle
central	contrôler	4	0.952	en:central ≈ fr:sain troll ~ fr:con troll ≈ en:control = fr:contrôler
central	con troll	2	0.959	en:central ≈ fr:sain troll ~ fr:con troll
centre	semestre	4	0.962	en:centre ≈ fr:sain tes ~ fr:sommets tes ≈ en:semester = fr:semestre
centre	intimité	4	0.949	en:centre ≈ fr:sain tes ~ fr:pris ci ≈ en:privacy = fr:intimité
centre	confidentialité	4	0.949	en:centre ≈ fr:sain tes ~ fr:pris ci ≈ en:privacy = fr:confidentialité
centuries	sanglant	2	0.933	en:centuries ≈ fr:saignent cerise ~ fr:sanglant
ceremonies	ponte	4	0.944	en:ceremonies ≈ fr:sermon aise ~ en:preach ≈ fr:bridge ~ fr:ponte
ceremonies	bridge	3	0.927	en:ceremonies ≈ fr:sermon aise ~ en:preach ≈ fr:bridge
ceremonies	sermon	2	0.957	en:ceremonies ≈ fr:sermon aise ~ fr:sermon
cerise	prieur	2	0.988	en:cerise ≈ fr:cerise ~ fr:prieur
cerise	prieuré	2	0.986	en:cerise ≈ fr:cerise ~ fr:prieuré
certain	écrite	4	0.953	en:certain ≈ fr:sait haine ~ fr:rient haine ≈ en:written ~ fr:écrite
certain	écrites	4	0.951	en:certain ≈ fr:sait haine ~ fr:rient haine ≈ en:written ~ fr:écrites
