en	fr	score	tier	gold_en	gold_fr	src_tier
lestes	lestées	0.763	STRICT	lestes	lester	EXPANSION
lett	lettone	0.716	PASS	lett	letton	EXPANSION
lette	letton	0.781	STRICT	lette	lettons	EXPANSION
letts	letters	0.716	PASS	letts	letter	EXPANSION
letts	lettere	0.711	PASS	letts	letter	EXPANSION
letts	letton	0.716	PASS	letts	lettons	EXPANSION
mises	misere	0.602	PASS	mises	miser	EXPANSION
mises	misons	0.602	PASS	mises	miser	EXPANSION
mises	misera	0.568	PASS	mises	miser	EXPANSION
mises	misaient	0.594	PASS	mises	miser	EXPANSION
mou	mousse	0.716	PASS	mou	mouss	EXPANSION
mou	moussa	0.645	PASS	mou	mouss	EXPANSION
mou	mousses	0.716	PASS	mou	mouss	EXPANSION
mou	mousser	0.645	PASS	mou	mouss	EXPANSION
mou	moussant	0.645	PASS	mou	mouss	EXPANSION
mou	moussons	0.645	PASS	mou	mouss	EXPANSION
mou	moussent	0.716	PASS	mou	mouss	EXPANSION
mou	moussait	0.645	PASS	mou	mouss	EXPANSION
mou	moussaient	0.645	PASS	mou	mouss	EXPANSION
mousse	mousson	0.781	STRICT	mousse	moussons	EXPANSION
mousse	mousseron	0.716	PASS	mousse	mousserons	EXPANSION
penne	pennon	0.781	STRICT	penne	pennons	EXPANSION
piece	piston	0.716	PASS	piece	pistons	EXPANSION
pieces	piston	0.695	PASS	piece	pistons	EXPANSION
pieced	piston	0.822	STRICT	piece	pistons	EXPANSION
piecing	piston	0.673	PASS	piece	pistons	EXPANSION
pique	piqueras	0.716	PASS	pique	piquera	EXPANSION
piqued	piqueras	0.659	PASS	pique	piquera	EXPANSION
piques	piqueras	0.659	PASS	pique	piquera	EXPANSION
piquing	piqueras	0.640	PASS	pique	piquera	EXPANSION
pleasant	plaisanterais	0.672	PASS	pleasant	plaisanterai	EXPANSION
pleasanter	plaisanterais	0.680	PASS	pleasant	plaisanterai	EXPANSION
pleasantest	plaisanterais	0.624	PASS	pleasant	plaisanterai	EXPANSION
pleasant	plaisantera	0.672	PASS	pleasant	plaisanteras	EXPANSION
pleasanter	plaisantera	0.680	PASS	pleasant	plaisanteras	EXPANSION
pleasantest	plaisantera	0.610	PASS	pleasant	plaisanteras	EXPANSION
pose	posée	0.647	PASS	pose	posé	EXPANSION
pose	posées	0.647	PASS	pose	posé	EXPANSION
pose	posés	0.647	PASS	pose	posé	EXPANSION
posed	posée	0.592	PASS	pose	posé	EXPANSION
posed	posées	0.592	PASS	pose	posé	EXPANSION
posed	posés	0.592	PASS	pose	posé	EXPANSION
poses	posée	0.592	PASS	pose	posé	EXPANSION
poses	posées	0.592	PASS	pose	posé	EXPANSION
poses	posés	0.592	PASS	pose	posé	EXPANSION
posing	posée	0.602	PASS	pose	posé	EXPANSION
posing	posées	0.602	PASS	pose	posé	EXPANSION
posing	posés	0.602	PASS	pose	posé	EXPANSION
pose	posas	0.647	PASS	pose	posa	EXPANSION
posed	posas	0.602	PASS	pose	posa	EXPANSION
poses	posas	0.602	PASS	pose	posa	EXPANSION
posing	posas	0.582	PASS	pose	posa	EXPANSION
pou	pousse	0.716	PASS	pou	pouss	EXPANSION
pou	pousser	0.645	PASS	pou	pouss	EXPANSION
pou	poussé	0.645	PASS	pou	pouss	EXPANSION
pou	poussée	0.645	PASS	pou	pouss	EXPANSION
pou	poussent	0.716	PASS	pou	pouss	EXPANSION
pou	poussant	0.645	PASS	pou	pouss	EXPANSION
pou	pousses	0.716	PASS	pou	pouss	EXPANSION
pou	poussés	0.645	PASS	pou	pouss	EXPANSION
pou	poussées	0.645	PASS	pou	pouss	EXPANSION
pou	poussait	0.645	PASS	pou	pouss	EXPANSION
pou	poussa	0.645	PASS	pou	pouss	EXPANSION
pou	poussez	0.645	PASS	pou	pouss	EXPANSION
pous	poussera	0.604	PASS	pous	pousser	EXPANSION
pous	poussas	0.655	PASS	pous	poussa	EXPANSION
pret	prêteras	0.763	STRICT	pret	prêtera	EXPANSION
pré	présente	0.651	PASS	pré	présent	EXPANSION
pré	présenter	0.624	PASS	pré	présent	EXPANSION
pré	présenté	0.624	PASS	pré	présent	EXPANSION
pré	présents	0.693	PASS	pré	présent	EXPANSION
pré	présentent	0.651	PASS	pré	présent	EXPANSION
pré	présentée	0.624	PASS	pré	présent	EXPANSION
pré	présentes	0.651	PASS	pré	présent	EXPANSION
pré	présentant	0.618	PASS	pré	présent	EXPANSION
pré	présentés	0.624	PASS	pré	présent	EXPANSION
pré	présentées	0.624	PASS	pré	présent	EXPANSION
pré	présentait	0.632	PASS	pré	présent	EXPANSION
pré	présentaient	0.632	PASS	pré	présent	EXPANSION
prés	présenta	0.628	PASS	prés	présente	EXPANSION
prés	présentez	0.628	PASS	prés	présente	EXPANSION
prés	présentera	0.600	PASS	prés	présenter	EXPANSION
regret	regretterais	0.722	PASS	regret	regretterai	EXPANSION
regret	regretteraient	0.722	PASS	regret	regretterai	EXPANSION
regrets	regretterais	0.685	PASS	regret	regretterai	EXPANSION
regrets	regretteraient	0.685	PASS	regret	regretterai	EXPANSION
regretted	regretterais	0.614	PASS	regret	regretterai	EXPANSION
regretted	regretteraient	0.614	PASS	regret	regretterai	EXPANSION
regretting	regretterais	0.624	PASS	regret	regretterai	EXPANSION
regretting	regretteraient	0.624	PASS	regret	regretterai	EXPANSION
rose	rosas	0.647	PASS	rose	rosa	EXPANSION
rise	rosas	0.522	PASS	rose	rosa	EXPANSION
rising	rosas	0.479	PASS	rose	rosa	EXPANSION
rises	rosas	0.491	PASS	rose	rosa	EXPANSION
roses	rosas	0.602	PASS	rose	rosa	EXPANSION
risen	rosas	0.477	PASS	rose	rosa	EXPANSION
rose	rosée	0.647	PASS	rose	roser	EXPANSION
rose	rosés	0.647	PASS	rose	roser	EXPANSION
rose	rosées	0.647	PASS	rose	roser	EXPANSION
rise	rosée	0.522	PASS	rose	roser	EXPANSION
rise	rosés	0.522	PASS	rose	roser	EXPANSION
rise	rosées	0.522	PASS	rose	roser	EXPANSION
rising	rosée	0.499	PASS	rose	roser	EXPANSION
rising	rosés	0.499	PASS	rose	roser	EXPANSION
rising	rosées	0.499	PASS	rose	roser	EXPANSION
rises	rosée	0.478	PASS	rose	roser	EXPANSION
rises	rosés	0.478	PASS	rose	roser	EXPANSION
rises	rosées	0.478	PASS	rose	roser	EXPANSION
roses	rosée	0.592	PASS	rose	roser	EXPANSION
roses	rosés	0.592	PASS	rose	roser	EXPANSION
roses	rosées	0.592	PASS	rose	roser	EXPANSION
risen	rosée	0.477	PASS	rose	roser	EXPANSION
risen	rosés	0.477	PASS	rose	roser	EXPANSION
risen	rosées	0.477	PASS	rose	roser	EXPANSION
sou	sousse	0.716	PASS	sou	souss	EXPANSION
spss	spé	0.453	PASS	spss	sp	EXPANSION
sss	sait	0.503	PASS	sss	s	EXPANSION
sss	sas	0.490	PASS	sss	s	EXPANSION
sss	ser	0.465	PASS	sss	s	EXPANSION
streaks	striée	0.718	PASS	streaks	strié	EXPANSION
streaks	striés	0.718	PASS	streaks	strié	EXPANSION
streaks	striées	0.718	PASS	streaks	strié	EXPANSION
streak	striée	0.763	STRICT	streaks	strié	EXPANSION
streak	striés	0.763	STRICT	streaks	strié	EXPANSION
streak	striées	0.763	STRICT	streaks	strié	EXPANSION
streaked	striée	0.718	PASS	streaks	strié	EXPANSION
streaked	striés	0.718	PASS	streaks	strié	EXPANSION
streaked	striées	0.718	PASS	streaks	strié	EXPANSION
streaking	striée	0.709	PASS	streaks	strié	EXPANSION
streaking	striés	0.709	PASS	streaks	strié	EXPANSION
streaking	striées	0.709	PASS	streaks	strié	EXPANSION
streaks	striaient	0.718	PASS	streaks	strier	EXPANSION
streak	striaient	0.763	STRICT	streaks	strier	EXPANSION
streaked	striaient	0.718	PASS	streaks	strier	EXPANSION
streaking	striaient	0.717	PASS	streaks	strier	EXPANSION
tresses	tressée	0.756	STRICT	tresses	tressé	EXPANSION
tresses	tressés	0.756	STRICT	tresses	tressé	EXPANSION
tresses	tressées	0.756	STRICT	tresses	tressé	EXPANSION
tress	tressée	0.822	STRICT	tresses	tressé	EXPANSION
tress	tressés	0.822	STRICT	tresses	tressé	EXPANSION
tress	tressées	0.822	STRICT	tresses	tressé	EXPANSION
tresses	tressaient	0.756	STRICT	tresses	tresser	EXPANSION
tress	tressaient	0.822	STRICT	tresses	tresser	EXPANSION
vote	votée	0.647	PASS	vote	voté	EXPANSION
vote	votées	0.647	PASS	vote	voté	EXPANSION
vote	votés	0.647	PASS	vote	voté	EXPANSION
votes	votée	0.602	PASS	vote	voté	EXPANSION
votes	votées	0.602	PASS	vote	voté	EXPANSION
votes	votés	0.602	PASS	vote	voté	EXPANSION
voting	votée	0.542	PASS	vote	voté	EXPANSION
voting	votées	0.542	PASS	vote	voté	EXPANSION
voting	votés	0.542	PASS	vote	voté	EXPANSION
voted	votée	0.592	PASS	vote	voté	EXPANSION
voted	votées	0.592	PASS	vote	voté	EXPANSION
voted	votés	0.592	PASS	vote	voté	EXPANSION
vote	votants	0.647	PASS	vote	votant	EXPANSION
votes	votants	0.602	PASS	vote	votant	EXPANSION
voting	votants	0.540	PASS	vote	votant	EXPANSION
voted	votants	0.592	PASS	vote	votant	EXPANSION
arrest	resteras	0.763	STRICT	arrest	restera	EXPANSION
arrested	resteras	0.723	PASS	arrest	restera	EXPANSION
arrests	resteras	0.713	PASS	arrest	restera	EXPANSION
arresting	resteras	0.692	PASS	arrest	restera	EXPANSION
arrest	reston	0.822	STRICT	arrest	restons	EXPANSION
arrested	reston	0.778	STRICT	arrest	restons	EXPANSION
arrests	reston	0.763	STRICT	arrest	restons	EXPANSION
arresting	reston	0.765	STRICT	arrest	restons	EXPANSION
bless	blesseras	0.763	STRICT	bless	blessera	EXPANSION
blessed	blesseras	0.713	PASS	bless	blessera	EXPANSION
blessing	blesseras	0.692	PASS	bless	blessera	EXPANSION
blesses	blesseras	0.723	PASS	bless	blessera	EXPANSION
blest	blesseras	0.713	PASS	bless	blessera	EXPANSION
blessings	blesseras	0.669	PASS	blessing	blessera	EXPANSION
blues	blouson	0.822	STRICT	blues	blousons	EXPANSION
blue	blouson	0.716	PASS	blues	blousons	EXPANSION
blued	blouson	0.707	PASS	blues	blousons	EXPANSION
bluing	blouson	0.673	PASS	blues	blousons	EXPANSION
blueing	blouson	0.673	PASS	blues	blousons	EXPANSION
blueer	blouson	0.707	PASS	blues	blousons	EXPANSION
blueest	blouson	0.658	PASS	blues	blousons	EXPANSION
bought	botterais	0.716	PASS	bought	botterai	EXPANSION
buy	botterais	0.468	PASS	bought	botterai	EXPANSION
buys	botterais	0.451	PASS	bought	botterai	EXPANSION
braes	briseras	0.763	STRICT	braes	brisera	EXPANSION
brede	bridon	0.822	STRICT	brede	bridons	EXPANSION
breed	bridon	0.822	STRICT	breed	bridons	EXPANSION
breeding	bridon	0.765	STRICT	breed	bridons	EXPANSION
bred	bridon	0.616	PASS	breed	bridons	EXPANSION
breeds	bridon	0.763	STRICT	breed	bridons	EXPANSION
breedings	bridon	0.719	PASS	breeding	bridons	EXPANSION
clefts	clivante	0.557	PASS	cleft	clivante	EXPANSION
cool	couleras	0.716	PASS	cool	coulera	EXPANSION
cooling	couleras	0.640	PASS	cool	coulera	EXPANSION
cooler	couleras	0.716	PASS	cool	coulera	EXPANSION
cooled	couleras	0.671	PASS	cool	coulera	EXPANSION
coolest	couleras	0.611	PASS	cool	coulera	EXPANSION
cools	couleras	0.671	PASS	cool	coulera	EXPANSION
coolers	couleras	0.671	PASS	cooler	coulera	EXPANSION
cooper	coupon	0.781	STRICT	cooper	coupons	EXPANSION
crewed	croûton	0.719	PASS	crewed	croûtons	EXPANSION
crew	croûton	0.716	PASS	crewed	croûtons	EXPANSION
crews	croûton	0.695	PASS	crewed	croûtons	EXPANSION
crewing	croûton	0.673	PASS	crewed	croûtons	EXPANSION
crow	croûton	0.592	PASS	crew	croûtons	EXPANSION
crows	croûton	0.572	PASS	crew	croûtons	EXPANSION
crowing	croûton	0.579	PASS	crew	croûtons	EXPANSION
crowed	croûton	0.592	PASS	crew	croûtons	EXPANSION
cruet	croûton	0.822	STRICT	cruet	croûtons	EXPANSION
dawn	donneras	0.716	PASS	dawn	donnera	EXPANSION
dawned	donneras	0.671	PASS	dawn	donnera	EXPANSION
dawning	donneras	0.640	PASS	dawn	donnera	EXPANSION
dawns	donneras	0.671	PASS	dawn	donnera	EXPANSION
ed	aideras	0.645	PASS	ed	aidera	EXPANSION
em	aimerais	0.645	PASS	em	aimerai	EXPANSION
feedings	fi	0.585	PASS	feeding	fi	EXPANSION
feedings	fie	0.585	PASS	feeding	fi	EXPANSION
feedings	fis	0.585	PASS	feeding	fi	EXPANSION
feedings	fia	0.456	PASS	feeding	fi	EXPANSION
feedings	fix	0.582	PASS	feeding	fi	EXPANSION
feedings	fiez	0.473	PASS	feeding	fi	EXPANSION
feedings	fiant	0.471	PASS	feeding	fi	EXPANSION
feedings	fient	0.585	PASS	feeding	fi	EXPANSION
feedings	fions	0.462	PASS	feeding	fi	EXPANSION
feedings	fies	0.585	PASS	feeding	fi	EXPANSION
feedings	fiait	0.459	PASS	feeding	fi	EXPANSION
feedings	fié	0.473	PASS	feeding	fi	EXPANSION
feedings	fisa	0.568	PASS	feeding	fis	EXPANSION
feedings	fiente	0.479	PASS	feeding	fient	EXPANSION
feedings	fientes	0.479	PASS	feeding	fient	EXPANSION
feedings	fit	0.585	PASS	feeding	fit	EXPANSION
feedings	fits	0.585	PASS	feeding	fit	EXPANSION
feedings	phi	0.585	PASS	feeding	phi	EXPANSION
felts	filantes	0.493	PASS	felt	filantes	EXPANSION
felts	filante	0.493	PASS	felt	filantes	EXPANSION
fess	fesserais	0.716	PASS	fess	fesserai	EXPANSION
fool	foulon	0.781	STRICT	fool	foulons	EXPANSION
fools	foulon	0.716	PASS	fool	foulons	EXPANSION
fooled	foulon	0.734	PASS	fool	foulons	EXPANSION
fooling	foulon	0.722	PASS	fool	foulons	EXPANSION
frees	frison	0.822	STRICT	frees	frisons	EXPANSION
free	frison	0.716	PASS	frees	frisons	EXPANSION
freed	frison	0.707	PASS	frees	frisons	EXPANSION
freeing	frison	0.673	PASS	frees	frisons	EXPANSION
freeest	frison	0.658	PASS	frees	frisons	EXPANSION
freeer	frison	0.716	PASS	frees	frisons	EXPANSION
freeze	frison	0.822	STRICT	freeze	frisons	EXPANSION
frozen	frison	0.603	PASS	freeze	frisons	EXPANSION
freezing	frison	0.765	STRICT	freeze	frisons	EXPANSION
froze	frison	0.592	PASS	freeze	frisons	EXPANSION
freezes	frison	0.763	STRICT	freeze	frisons	EXPANSION
freezings	frison	0.719	PASS	freezing	frisons	EXPANSION
freezer	frison	0.822	STRICT	freezer	frisons	EXPANSION
freezers	frison	0.763	STRICT	freezer	frisons	EXPANSION
frieze	frison	0.822	STRICT	frieze	frisons	EXPANSION
grief	griffon	0.822	STRICT	grief	griffons	EXPANSION
griefs	griffon	0.763	STRICT	grief	griffons	EXPANSION
grief	griffais	0.822	STRICT	grief	griffai	EXPANSION
griefs	griffais	0.763	STRICT	grief	griffai	EXPANSION
less	laisseras	0.716	PASS	less	laissera	EXPANSION
least	laisseras	0.454	PASS	less	laissera	EXPANSION
lesser	laisseras	0.716	PASS	lesser	laissera	EXPANSION
loop	louperas	0.716	PASS	loop	loupera	EXPANSION
loops	louperas	0.659	PASS	loop	loupera	EXPANSION
looping	louperas	0.640	PASS	loop	loupera	EXPANSION
looped	louperas	0.659	PASS	loop	loupera	EXPANSION
loop	louperais	0.716	PASS	loop	louperai	EXPANSION
loops	louperais	0.659	PASS	loop	louperai	EXPANSION
looping	louperais	0.670	PASS	loop	louperai	EXPANSION
looped	louperais	0.659	PASS	loop	louperai	EXPANSION
mean	minerais	0.716	PASS	mean	minerai	EXPANSION
means	minerais	0.671	PASS	mean	minerai	EXPANSION
meant	minerais	0.454	PASS	mean	minerai	EXPANSION
meaning	minerais	0.670	PASS	mean	minerai	EXPANSION
meanest	minerais	0.632	PASS	mean	minerai	EXPANSION
meaner	minerais	0.716	PASS	mean	minerai	EXPANSION
meanings	minerais	0.632	PASS	meaning	minerai	EXPANSION
meter	mirais	0.781	STRICT	meter	mirai	EXPANSION
meters	mirais	0.703	PASS	meter	mirai	EXPANSION
metering	mirais	0.670	PASS	meter	mirai	EXPANSION
metered	mirais	0.703	PASS	meter	mirai	EXPANSION
moo	mousserons	0.596	PASS	moo	mousser	EXPANSION
moos	mousserons	0.604	PASS	moo	mousser	EXPANSION
mooing	mousserons	0.570	PASS	moo	mousser	EXPANSION
mooed	mousserons	0.580	PASS	moo	mousser	EXPANSION
moo	moussants	0.645	PASS	moo	moussant	EXPANSION
moos	moussants	0.655	PASS	moo	moussant	EXPANSION
mooing	moussants	0.589	PASS	moo	moussant	EXPANSION
mooed	moussants	0.625	PASS	moo	moussant	EXPANSION
moo	mousson	0.645	PASS	moo	moussons	EXPANSION
moos	mousson	0.655	PASS	moo	moussons	EXPANSION
mooing	mousson	0.607	PASS	moo	moussons	EXPANSION
mooed	mousson	0.625	PASS	moo	moussons	EXPANSION
moose	mousson	0.781	STRICT	moose	moussons	EXPANSION
moose	mousseron	0.716	PASS	moose	mousserons	EXPANSION
mu	mousserons	0.596	PASS	mu	mousser	EXPANSION
mu	moussants	0.645	PASS	mu	moussant	EXPANSION
mu	mousson	0.645	PASS	mu	moussons	EXPANSION
pair	pera	0.544	PASS	pair	pere	EXPANSION
pairs	pera	0.504	PASS	pair	pere	EXPANSION
paired	pera	0.504	PASS	pair	pere	EXPANSION
pairing	pera	0.489	PASS	pair	pere	EXPANSION
peace	pisserais	0.716	PASS	peace	pisserai	EXPANSION
peace	pisseraient	0.716	PASS	peace	pisserai	EXPANSION
peak	piqueras	0.716	PASS	peak	piquera	EXPANSION
peaks	piqueras	0.659	PASS	peak	piquera	EXPANSION
peaked	piqueras	0.659	PASS	peak	piquera	EXPANSION
peaking	piqueras	0.640	PASS	peak	piquera	EXPANSION
peek	piqueras	0.716	PASS	peek	piquera	EXPANSION
peeking	piqueras	0.640	PASS	peek	piquera	EXPANSION
peeked	piqueras	0.659	PASS	peek	piquera	EXPANSION
peeks	piqueras	0.659	PASS	peek	piquera	EXPANSION
peel	pilon	0.781	STRICT	peel	pilons	EXPANSION
peeled	pilon	0.734	PASS	peel	pilons	EXPANSION
peeling	pilon	0.722	PASS	peel	pilons	EXPANSION
peels	pilon	0.716	PASS	peel	pilons	EXPANSION
peep	pipais	0.781	STRICT	peep	pipai	EXPANSION
peeps	pipais	0.716	PASS	peep	pipai	EXPANSION
peeping	pipais	0.719	PASS	peep	pipai	EXPANSION
peeped	pipais	0.716	PASS	peep	pipai	EXPANSION
pen	pennon	0.781	STRICT	pen	pennons	EXPANSION
pens	pennon	0.716	PASS	pen	pennons	EXPANSION
penned	pennon	0.734	PASS	pen	pennons	EXPANSION
penning	pennon	0.722	PASS	pen	pennons	EXPANSION
piece	pisserais	0.716	PASS	piece	pisserai	EXPANSION
piece	pisseraient	0.716	PASS	piece	pisserai	EXPANSION
pieces	pisserais	0.671	PASS	piece	pisserai	EXPANSION
pieces	pisseraient	0.671	PASS	piece	pisserai	EXPANSION
pieced	pisserais	0.659	PASS	piece	pisserai	EXPANSION
pieced	pisseraient	0.659	PASS	piece	pisserai	EXPANSION
piecing	pisserais	0.670	PASS	piece	pisserai	EXPANSION
piecing	pisseraient	0.670	PASS	piece	pisserai	EXPANSION
plea	plieras	0.716	PASS	plea	pliera	EXPANSION
pleas	plieras	0.671	PASS	plea	pliera	EXPANSION
pleas	plissais	0.719	PASS	pleas	plissai	EXPANSION
plea	plissais	0.716	PASS	pleas	plissai	EXPANSION
pled	plaideras	0.763	STRICT	pled	plaidera	EXPANSION
pleaded	plaideras	0.549	PASS	pled	plaidera	EXPANSION
plead	plaideras	0.577	PASS	pled	plaidera	EXPANSION
pleading	plaideras	0.532	PASS	pled	plaidera	EXPANSION
pleads	plaideras	0.549	PASS	pled	plaidera	EXPANSION
poo	pousse	0.716	PASS	poo	pouss	EXPANSION
poo	pousser	0.645	PASS	poo	pouss	EXPANSION
poo	poussé	0.645	PASS	poo	pouss	EXPANSION
poo	poussée	0.645	PASS	poo	pouss	EXPANSION
poo	poussent	0.716	PASS	poo	pouss	EXPANSION
poo	poussant	0.645	PASS	poo	pouss	EXPANSION
poo	pousses	0.716	PASS	poo	pouss	EXPANSION
poo	poussés	0.645	PASS	poo	pouss	EXPANSION
poo	poussées	0.645	PASS	poo	pouss	EXPANSION
poo	poussait	0.645	PASS	poo	pouss	EXPANSION
poo	poussa	0.645	PASS	poo	pouss	EXPANSION
poo	poussez	0.645	PASS	poo	pouss	EXPANSION
pooh	pousse	0.716	PASS	pooh	pouss	EXPANSION
pooh	pousser	0.645	PASS	pooh	pouss	EXPANSION
pooh	poussé	0.645	PASS	pooh	pouss	EXPANSION
pooh	poussée	0.645	PASS	pooh	pouss	EXPANSION
pooh	poussent	0.716	PASS	pooh	pouss	EXPANSION
pooh	poussant	0.645	PASS	pooh	pouss	EXPANSION
pooh	pousses	0.716	PASS	pooh	pouss	EXPANSION
pooh	poussés	0.645	PASS	pooh	pouss	EXPANSION
pooh	poussées	0.645	PASS	pooh	pouss	EXPANSION
pooh	poussait	0.645	PASS	pooh	pouss	EXPANSION
pooh	poussa	0.645	PASS	pooh	pouss	EXPANSION
pooh	poussez	0.645	PASS	pooh	pouss	EXPANSION
rule	rouleras	0.716	PASS	rule	roulera	EXPANSION
rules	rouleras	0.671	PASS	rule	roulera	EXPANSION
ruled	rouleras	0.671	PASS	rule	roulera	EXPANSION
ruling	rouleras	0.640	PASS	rule	roulera	EXPANSION
rulings	rouleras	0.620	PASS	ruling	roulera	EXPANSION
ruler	rouleras	0.716	PASS	ruler	roulera	EXPANSION
rulers	rouleras	0.671	PASS	ruler	roulera	EXPANSION
sea	cissé	0.645	PASS	sea	ciss	EXPANSION
sea	cisse	0.716	PASS	sea	ciss	EXPANSION
seas	cissé	0.655	PASS	sea	ciss	EXPANSION
seas	cisse	0.730	PASS	sea	ciss	EXPANSION
seat	citerais	0.716	PASS	seat	citerai	EXPANSION
seats	citerais	0.659	PASS	seat	citerai	EXPANSION
seated	citerais	0.562	PASS	seat	citerai	EXPANSION
seating	citerais	0.587	PASS	seat	citerai	EXPANSION
see	cissé	0.645	PASS	see	ciss	EXPANSION
see	cisse	0.716	PASS	see	ciss	EXPANSION
seen	cissé	0.595	PASS	see	ciss	EXPANSION
seen	cisse	0.651	PASS	see	ciss	EXPANSION
saw	cissé	0.475	PASS	see	ciss	EXPANSION
saw	cisse	0.493	PASS	see	ciss	EXPANSION
seeing	cissé	0.592	PASS	see	ciss	EXPANSION
seeing	cisse	0.626	PASS	see	ciss	EXPANSION
sees	cissé	0.655	PASS	see	ciss	EXPANSION
sees	cisse	0.730	PASS	see	ciss	EXPANSION
si	cissé	0.645	PASS	si	ciss	EXPANSION
si	cisse	0.716	PASS	si	ciss	EXPANSION
stree	striée	0.822	STRICT	stree	strié	EXPANSION
stree	striés	0.822	STRICT	stree	strié	EXPANSION
stree	striées	0.822	STRICT	stree	strié	EXPANSION
stree	striaient	0.822	STRICT	stree	strier	EXPANSION
teak	tiquais	0.781	STRICT	teak	tiquai	EXPANSION
teaks	tiquais	0.716	PASS	teak	tiquai	EXPANSION
tread	traiteras	0.693	PASS	tread	traitera	EXPANSION
treading	traiteras	0.628	PASS	tread	traitera	EXPANSION
treads	traiteras	0.655	PASS	tread	traitera	EXPANSION
trodden	traiteras	0.539	PASS	tread	traitera	EXPANSION
trod	traiteras	0.567	PASS	tread	traitera	EXPANSION
tret	traiteras	0.794	STRICT	tret	traitera	EXPANSION
truss	tracés	0.628	PASS	truss	tracé	EXPANSION
truss	tracée	0.628	PASS	truss	tracé	EXPANSION
truss	tracées	0.628	PASS	truss	tracé	EXPANSION
trusses	tracés	0.577	PASS	truss	tracé	EXPANSION
trusses	tracée	0.577	PASS	truss	tracé	EXPANSION
trusses	tracées	0.577	PASS	truss	tracé	EXPANSION
trussed	tracés	0.587	PASS	truss	tracé	EXPANSION
trussed	tracée	0.587	PASS	truss	tracé	EXPANSION
trussed	tracées	0.587	PASS	truss	tracé	EXPANSION
trussing	tracés	0.589	PASS	truss	tracé	EXPANSION
trussing	tracée	0.589	PASS	truss	tracé	EXPANSION
trussing	tracées	0.589	PASS	truss	tracé	EXPANSION
wrest	resteras	0.763	STRICT	wrest	restera	EXPANSION
wrested	resteras	0.723	PASS	wrest	restera	EXPANSION
wresting	resteras	0.692	PASS	wrest	restera	EXPANSION
wrests	resteras	0.713	PASS	wrest	restera	EXPANSION
wrest	reston	0.822	STRICT	wrest	restons	EXPANSION
wrested	reston	0.778	STRICT	wrest	restons	EXPANSION
wresting	reston	0.765	STRICT	wrest	restons	EXPANSION
wrests	reston	0.763	STRICT	wrest	restons	EXPANSION
crude	croûton	0.719	PASS	crude	croûtons	EXPANSION
cruder	croûton	0.719	PASS	crude	croûtons	EXPANSION
crudest	croûton	0.628	PASS	crude	croûtons	EXPANSION
crudes	croûton	0.670	PASS	crude	croûtons	EXPANSION
dd	diese	0.507	PASS	dd	dies	EXPANSION
dd	dieser	0.526	PASS	dd	dies	EXPANSION
dean	dîneras	0.716	PASS	dean	dînera	EXPANSION
deans	dîneras	0.671	PASS	dean	dînera	EXPANSION
deaned	dîneras	0.671	PASS	dean	dînera	EXPANSION
deaning	dîneras	0.640	PASS	dean	dînera	EXPANSION
dress	dresseras	0.763	STRICT	dress	dressera	EXPANSION
dressed	dresseras	0.713	PASS	dress	dressera	EXPANSION
dressing	dresseras	0.692	PASS	dress	dressera	EXPANSION
dresses	dresseras	0.723	PASS	dress	dressera	EXPANSION
dressings	dresseras	0.669	PASS	dressing	dressera	EXPANSION
except	acceptée	0.711	PASS	except	accepter	EXPANSION
except	acceptés	0.711	PASS	except	accepter	EXPANSION
